"INDICATIVO";"A.O";"MES";"NOMBRE";"ALTITUD";"C_X";"C_Y";"NOM_PROV";"T_MAX";"D1MAX";"D2MAX";"T_MIN";"D1MIN";"D2MIN";"TM_MAX";"TM_MIN";"TM_MES"
"3183E";1990;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;17;18;-40;30;NA;139;25;82
"3183E";1990;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;17;NA;-50;15;99;88;-3;43
"3183E";1991;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;21;NA;-50;15;16;80;-3;38
"3183E";1991;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;25;NA;-60;13;15;87;-5;41
"3183E";1991;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;21;NA;0;2;NA;118;52;85
"3183E";1991;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";210;12;NA;-20;21;NA;146;37;92
"3183E";1991;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;23;24;-10;6;NA;196;55;126
"3183E";1991;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;25;26;50;1;18;265;110;187
"3183E";1991;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";360;13;99;50;1;NA;305;133;219
"3183E";1991;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";360;6;99;80;9;NA;323;149;236
"3183E";1991;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;19;NA;50;27;NA;258;123;191
"3183E";1991;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;24;NA;-20;26;99;108;18;63
"3183E";1992;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";120;16;99;-50;19;99;89;-18;35
"3183E";1992;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;5;NA;-50;21;NA;117;-11;53
"3183E";1992;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";230;22;NA;-20;29;NA;145;25;85
"3183E";1992;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;22;99;-20;6;NA;164;39;101
"3183E";1992;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;17;18;30;4;NA;214;82;148
"3183E";1992;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;29;NA;50;5;10;191;89;140
"3183E";1992;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;27;99;80;11;NA;287;138;213
"3183E";1992;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";320;17;NA;50;1;28;251;92;172
"3183E";1993;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;23;26;-50;3;NA;113;-14;50
"3183E";1993;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";170;4;NA;-50;24;25;106;5;55
"3183E";1993;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;19;NA;-40;2;NA;132;22;77
"3183E";1993;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";230;9;NA;-10;17;NA;148;32;90
"3183E";1993;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;31;NA;30;20;21;172;68;120
"3183E";1993;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;18;19;60;1;12;236;105;170
"3183E";1993;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";360;29;NA;50;11;NA;285;124;205
"3183E";1993;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";380;21;NA;60;30;NA;297;129;213
"3183E";1993;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;2;3;30;28;29;219;83;151
"3183E";1993;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;5;NA;0;24;NA;130;54;92
"3183E";1993;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;13;16;-40;21;NA;114;16;65
"3183E";1993;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;13;NA;-50;23;NA;94;3;48
"3183E";1994;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;30;NA;-50;18;99;91;-9;41
"3183E";1994;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;1;99;-40;5;6;99;0;49
"3183E";1994;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;25;NA;10;3;NA;165;40;103
"3183E";1994;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";250;29;30;-20;12;99;134;29;82
"3183E";1994;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";270;7;NA;30;12;NA;172;77;125
"3183E";1994;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;30;NA;50;10;99;248;107;178
"3183E";1994;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;1;99;110;8;NA;319;154;236
"3183E";1994;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;20;99;100;11;NA;297;151;224
"3183E";1994;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";290;1;NA;50;18;99;205;89;147
"3183E";1994;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;3;14;30;29;NA;168;84;126
"3183E";1994;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;20;NA;30;6;99;140;51;95
"3183E";1994;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;11;12;-60;24;99;100;7;53
"3183E";1995;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;15;99;-40;3;99;102;-3;50
"3183E";1995;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";170;6;NA;-30;1;11;119;10;64
"3183E";1995;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";210;27;NA;-20;7;NA;134;25;80
"3183E";1995;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";270;11;NA;-20;25;NA;167;47;107
"3183E";1995;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;29;NA;30;13;NA;198;89;143
"3183E";1995;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";290;24;NA;70;11;NA;228;124;176
"3183E";1995;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";380;25;NA;90;3;NA;286;155;221
"3183E";1995;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;1;NA;100;24;99;278;135;207
"3183E";1995;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;2;NA;50;26;27;197;94;145
"3183E";1995;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";260;1;2;50;30;NA;195;89;142
"3183E";1995;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";210;9;NA;10;28;NA;126;48;87
"3183E";1995;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";110;26;NA;-20;14;99;81;24;52
"3183E";1996;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";120;3;4;-20;13;99;81;25;53
"3183E";1996;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";130;18;NA;-40;16;99;72;-10;31
"3183E";1996;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";170;30;NA;-20;2;99;103;25;64
"3183E";1996;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;16;NA;-10;3;NA;144;55;100
"3183E";1996;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";270;30;NA;30;3;99;160;80;120
"3183E";1996;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;15;NA;60;4;26;240;122;181
"3183E";1996;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;21;22;70;8;NA;264;144;204
"3183E";1996;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;2;4;80;31;NA;274;136;205
"3183E";1996;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;30;NA;70;9;14;217;94;156
"3183E";1996;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";250;1;NA;20;31;NA;187;57;122
"3183E";1996;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;2;NA;-50;16;NA;128;26;77
"3183E";1996;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;3;NA;-50;28;NA;90;8;49
"3183E";1997;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;12;13;-50;5;7;88;-10;39
"3183E";1997;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";210;28;NA;-10;5;9;143;19;81
"3183E";1997;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;19;NA;0;26;NA;199;41;120
"3183E";1997;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;29;30;10;5;NA;187;41;114
"3183E";1997;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";250;1;99;0;8;NA;192;61;126
"3183E";1997;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;25;NA;70;7;99;220;96;158
"3183E";1997;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";320;14;99;70;3;7;280;121;200
"3183E";1997;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;2;NA;80;21;29;289;143;216
"3183E";1997;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";320;10;11;90;2;99;261;110;186
"3183E";1997;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;4;11;0;30;NA;204;81;142
"3183E";1997;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;1;99;0;23;24;105;35;70
"3183E";1997;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";110;3;NA;-40;6;99;76;1;38
"3183E";1998;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";120;8;99;-30;6;99;78;0;39
"3183E";1998;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";190;18;NA;-20;25;NA;119;18;68
"3183E";1998;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";210;20;NA;-30;15;NA;147;37;92
"3183E";1998;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;25;26;-10;12;13;109;37;73
"3183E";1998;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;7;99;20;5;NA;156;68;112
"3183E";1998;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;23;NA;60;12;NA;241;108;175
"3183E";1998;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;12;99;100;2;99;296;135;215
"3183E";1998;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;9;NA;70;27;NA;227;106;166
"3183E";1998;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;12;99;0;22;NA;180;53;117
"3183E";1998;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;10;NA;-50;20;99;132;12;72
"3183E";1998;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;14;99;-60;22;99;99;-24;37
"3183E";1999;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;30;NA;-60;11;12;84;-19;32
"3183E";1999;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;20;21;-80;1;14;110;-13;49
"3183E";1999;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";190;23;NA;-20;1;NA;135;20;78
"3183E";1999;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;5;6;-20;16;NA;161;35;98
"3183E";1999;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;25;NA;40;19;NA;202;77;140
"3183E";1999;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;30;NA;60;6;NA;259;109;184
"3183E";1999;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;22;NA;100;5;6;299;141;220
"3183E";1999;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;16;24;100;8;NA;299;141;220
"3183E";1999;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;11;NA;60;30;NA;225;107;166
"3183E";1999;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;1;NA;20;4;NA;158;60;109
"3183E";1999;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";190;1;NA;-30;23;27;113;7;60
"3183E";1999;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;1;NA;-50;30;31;94;-15;40
"3183E";2000;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;30;31;-50;1;99;86;-35;26
"3183E";2000;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;20;NA;-10;8;NA;142;14;78
"3183E";2000;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;9;99;-40;29;NA;145;19;82
"3183E";2000;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";170;20;99;0;5;NA;118;39;79
"3183E";2000;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;31;NA;70;2;99;196;97;147
"3183E";2000;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;26;NA;60;11;NA;259;124;192
"3183E";2000;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;21;NA;60;12;NA;274;119;196
"3183E";2000;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;15;NA;70;5;6;283;130;206
"3183E";2000;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;8;9;50;21;22;251;93;172
"3183E";2000;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";250;3;4;20;15;99;170;48;109
"3183E";2000;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";120;1;99;-20;9;99;92;14;53
"3183E";2000;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";100;7;11;-40;17;NA;68;9;38
"3183E";2001;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";110;31;NA;-30;8;NA;74;9;41
"3183E";2001;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;22;NA;-50;26;27;98;1;49
"3183E";2001;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;23;31;0;1;NA;123;35;79
"3183E";2001;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;10;99;-10;20;NA;149;31;90
"3183E";2001;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;30;31;0;1;NA;184;73;128
"3183E";2001;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;22;24;50;11;NA;266;110;188
"3183E";2001;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;1;99;70;6;20;275;130;202
"3183E";2001;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;13;23;110;18;20;289;147;218
"3183E";2001;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;9;16;40;18;NA;228;92;160
"3183E";2001;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;2;NA;30;25;NA;167;75;121
"3183E";2001;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;1;NA;-50;11;NA;100;4;52
"3183E";2001;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";120;3;99;-100;24;NA;72;-31;21
"3183E";2002;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;29;NA;-30;9;99;88;2;45
"3183E";2002;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;23;NA;-40;18;20;113;-4;54
"3183E";2002;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";230;23;NA;-20;2;NA;119;36;77
"3183E";2002;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";260;30;31;20;2;6;165;73;119
"3183E";2002;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;17;22;40;9;NA;256;132;194
"3183E";2002;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;28;29;80;15;16;272;137;204
"3183E";2002;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;13;NA;90;28;NA;273;128;200
"3183E";2002;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;1;NA;30;25;26;218;97;157
"3183E";2002;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";210;4;NA;10;18;NA;151;64;108
"3183E";2002;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;3;NA;-20;26;NA;83;26;55
"3183E";2002;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";100;2;99;-40;8;NA;73;17;45
"3183E";2003;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;27;NA;-70;12;13;57;-6;25
"3183E";2003;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";110;4;5;-70;18;NA;63;-10;26
"3183E";2003;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;12;13;10;7;99;122;38;80
"3183E";2003;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";190;6;NA;-20;4;5;126;48;87
"3183E";2003;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";260;23;30;20;26;27;196;85;141
"3183E";2003;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;21;NA;100;1;5;269;147;208
"3183E";2003;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;9;11;100;3;21;268;147;208
"3183E";2003;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;4;99;100;27;99;300;161;231
"3183E";2003;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;12;13;70;11;99;247;101;174
"3183E";2003;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;9;10;0;25;NA;145;52;99
"3183E";2003;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;1;NA;-20;26;NA;119;26;73
"3183E";2003;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;21;24;-30;2;99;85;3;44
"3183E";2004;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;24;NA;-50;29;30;101;-5;48
"3183E";2004;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;5;NA;-50;19;NA;100;-7;46
"3183E";2004;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";190;15;20;-70;2;NA;108;15;62
"3183E";2004;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;25;26;-20;9;NA;139;37;88
"3183E";2004;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";250;31;NA;10;8;NA;161;67;114
"3183E";2004;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;28;29;70;15;NA;275;127;201
"3183E";2004;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;22;23;60;9;NA;286;133;210
"3183E";2004;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;24;NA;90;21;NA;274;133;203
"3183E";2004;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;22;NA;30;29;NA;266;101;183
"3183E";2004;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;1;2;-10;13;14;165;31;98
"3183E";2004;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;6;NA;-30;15;NA;122;4;63
"3183E";2004;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";130;30;31;-40;7;28;89;-8;41
"3183E";2005;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;20;21;-80;28;NA;97;-25;36
"3183E";2005;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;2;12;-70;18;99;78;-32;23
"3183E";2005;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;16;17;-80;1;NA;140;13;76
"3183E";2005;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;30;NA;-20;11;NA;162;49;106
"3183E";2005;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;25;28;0;6;NA;220;70;145
"3183E";2005;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;17;99;40;1;NA;285;125;205
"3183E";2005;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;3;20;100;18;29;308;140;224
"3183E";2005;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;4;NA;0;19;20;252;91;172
"3183E";2005;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;1;NA;0;4;99;184;59;121
"3183E";2005;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;2;99;-30;25;99;104;11;58
"3183E";2005;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";140;17;NA;-50;15;99;91;-18;37
"3183E";2006;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;19;NA;-70;30;31;68;-13;28
"3183E";2006;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;13;NA;-60;5;6;101;-16;43
"3183E";2006;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";210;13;NA;-50;1;NA;134;27;81
"3183E";2006;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;25;NA;0;11;99;172;47;109
"3183E";2006;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";300;17;29;20;24;NA;221;86;154
"3183E";2006;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";340;23;NA;50;1;2;271;120;196
"3183E";2006;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;10;NA;110;6;7;307;153;230
"3183E";2006;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";330;11;29;80;13;99;289;115;202
"3183E";2006;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;1;99;60;16;23;255;107;181
"3183E";2006;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";190;1;2;0;17;NA;131;59;95
"3183E";2006;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;4;NA;-50;22;29;93;-6;44
"3183E";2007;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";170;12;18;-70;27;NA;90;-7;41
"3183E";2007;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;27;28;-40;1;NA;113;15;64
"3183E";2007;3;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";180;18;NA;-20;25;26;126;16;71
"3183E";2007;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";230;24;NA;-10;3;5;151;53;102
"3183E";2007;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;18;NA;40;1;99;189;74;132
"3183E";2007;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";290;30;NA;60;22;NA;231;100;166
"3183E";2007;7;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";370;27;NA;80;2;10;293;127;210
"3183E";2007;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";370;4;NA;60;22;30;285;120;202
"3183E";2007;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;3;7;20;28;29;253;98;176
"3183E";2007;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;17;NA;-10;26;27;187;57;122
"3183E";2007;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";200;2;99;-70;17;NA;142;-16;63
"3183E";2007;12;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";150;5;8;-70;14;99;98;-20;39
"3183E";2008;1;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";170;21;NA;-50;1;99;108;-3;53
"3183E";2008;2;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;27;NA;-40;1;NA;106;14;60
"3183E";2008;4;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";240;3;26;0;12;13;153;45;99
"3183E";2008;5;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";230;3;99;20;1;NA;164;74;119
"3183E";2008;6;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";310;28;99;70;1;99;234;108;171
"3183E";2008;8;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";350;4;5;NA;NA;NA;293;NA;NA
"3183E";2008;9;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";280;1;10;50;12;99;223;92;158
"3183E";2008;10;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";220;1;99;NA;NA;NA;170;NA;NA
"3183E";2008;11;"SOTO DEL REAL (PRADO HERRERO)";940;431122;4511095;"MADRID";160;16;NA;-70;28;NA;99;-6;47
