"INDICATIVO";"A.O";"MES";"NOMBRE";"ALTITUD";"C_X";"C_Y";"NOM_PROV";"T_MAX";"D1MAX";"D2MAX";"T_MIN";"D1MIN";"D2MIN";"TM_MAX";"TM_MIN";"TM_MES"
"3274";2000;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";150;18;19;10;17;NA;117;40;78
"3274";2000;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";180;9;11;-30;29;NA;115;37;76
"3274";2000;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";140;20;21;-10;3;5;83;28;56
"3274";2000;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";260;31;NA;40;2;NA;172;93;132
"3274";2000;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";320;18;NA;20;9;NA;243;138;191
"3274";2000;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";320;31;NA;70;12;NA;257;138;197
"3274";2000;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";320;16;NA;90;4;5;261;148;205
"3274";2000;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";290;7;99;30;20;NA;227;131;179
"3274";2000;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";230;4;NA;20;13;31;150;76;113
"3274";2000;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";120;25;99;-10;9;99;72;24;48
"3274";2000;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";90;11;NA;-30;16;17;51;14;32
"3274";2001;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";100;5;NA;-30;8;99;50;8;29
"3274";2001;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";140;22;NA;-50;26;NA;78;11;44
"3274";2001;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";210;31;NA;-10;1;NA;103;40;71
"3274";2001;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";210;11;NA;-10;30;NA;139;47;93
"3274";2001;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";280;28;99;-30;1;NA;167;78;122
"3274";2001;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";320;21;99;70;11;18;260;149;205
"3274";2001;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";330;1;99;80;19;NA;267;159;213
"3274";2001;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";340;24;NA;120;5;NA;283;175;229
"3274";2001;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";290;9;NA;50;18;NA;228;132;180
"3274";2001;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";220;2;NA;60;9;20;161;105;133
"3274";2001;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";170;1;NA;10;10;15;101;50;75
"3274";2001;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";140;6;NA;-60;15;NA;72;21;46
"3274";2002;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";150;29;NA;10;8;11;83;40;61
"3274";2002;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";150;13;NA;10;20;NA;103;41;72
"3274";2002;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";200;23;24;20;2;99;116;60;88
"3274";2002;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";220;25;NA;20;4;11;140;73;106
"3274";2002;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";240;30;31;30;1;NA;157;83;120
"3274";2002;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";330;22;NA;40;9;NA;246;143;194
"3274";2002;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";330;28;NA;90;15;NA;272;155;214
"3274";2002;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";320;13;NA;90;27;NA;256;151;203
"3274";2002;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";250;12;13;40;25;NA;198;109;153
"3274";2002;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";200;6;NA;30;10;NA;143;82;112
"3274";2002;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";180;10;NA;-10;25;26;89;40;64
"3274";2002;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";100;17;25;-20;8;NA;69;30;49
"3274";2003;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";170;27;NA;-50;10;99;57;5;31
"3274";2003;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";110;9;NA;-70;18;NA;59;1;30
"3274";2003;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";190;13;NA;10;17;NA;119;50;84
"3274";2003;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";180;6;NA;-10;4;NA;125;54;90
"3274";2003;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";280;23;31;20;7;NA;201;102;152
"3274";2003;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";320;13;99;130;2;5;280;176;228
"3274";2003;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";350;31;NA;110;1;16;293;181;237
"3274";2003;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";357;3;NA;131;29;NA;303;195;249
"3274";2003;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";292;12;NA;100;10;NA;247;148;198
"3274";2003;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";214;10;NA;25;24;NA;150;85;118
"3274";2003;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";177;7;NA;13;24;NA;121;63;92
"3274";2003;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";183;15;NA;-7;4;NA;95;34;64
"3274";2004;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";155;10;24;-6;29;NA;108;41;74
"3274";2004;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";167;5;6;-22;28;NA;101;34;68
"3274";2004;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";196;20;NA;-43;2;NA;111;42;76
"3274";2004;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";231;25;26;4;10;NA;143;58;101
"3274";2004;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";254;31;NA;32;6;NA;164;86;126
"3274";2004;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";348;28;NA;107;15;NA;272;162;217
"3274";2004;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";355;24;NA;95;8;NA;290;175;233
"3274";2004;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";322;24;NA;117;10;NA;269;169;220
"3274";2004;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";305;22;NA;95;26;NA;261;157;209
"3274";2004;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";277;1;NA;33;30;NA;170;100;135
"3274";2004;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";170;20;NA;14;16;NA;125;54;90
"3274";2004;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";154;31;NA;-16;26;NA;94;33;64
"3274";2005;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";164;21;NA;-66;27;NA;98;21;60
"3274";2005;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";157;12;NA;-56;28;NA;71;1;36
"3274";2005;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";185;31;NA;-65;1;NA;126;46;86
"3274";2005;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";254;29;NA;0;10;NA;156;67;112
"3274";2005;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";295;26;NA;65;6;NA;212;113;163
"3274";2005;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";323;22;NA;128;14;NA;278;166;222
"3274";2005;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";343;20;NA;137;30;NA;299;182;241
"3274";2005;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";362;7;NA;103;22;NA;294;176;236
"3274";2005;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";320;4;NA;61;19;NA;242;134;188
"3274";2005;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";271;1;NA;61;4;NA;173;99;136
"3274";2005;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";144;2;7;-8;27;NA;99;43;72
"3274";2005;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";123;17;NA;-10;15;NA;89;26;58
"3274";2006;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";136;19;NA;-39;29;NA;69;12;40
"3274";2006;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";164;13;NA;-17;25;NA;96;25;61
"3274";2006;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";188;13;NA;-11;5;NA;126;56;91
"3274";2006;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";230;26;NA;3;11;NA;168;77;123
"3274";2006;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";302;29;NA;60;8;NA;218;120;169
"3274";2006;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";321;23;NA;83;1;NA;267;155;211
"3274";2006;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";344;10;NA;144;7;19;304;195;250
"3274";2006;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";322;2;NA;103;13;NA;281;163;222
"3274";2006;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";343;3;NA;93;16;NA;249;151;200
"3274";2006;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";261;29;NA;76;12;NA;185;116;150
"3274";2006;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";190;1;NA;39;26;NA;130;81;106
"3274";2006;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";148;4;NA;-15;23;NA;89;28;59
"3274";2007;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";183;12;NA;-39;27;NA;96;28;63
"3274";2007;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";170;27;NA;17;1;NA;106;47;77
"3274";2007;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";174;10;NA;-17;21;NA;124;43;83
"3274";2007;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";217;23;24;-4;5;NA;145;69;107
"3274";2007;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";268;18;NA;37;1;NA;182;97;140
"3274";2007;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";278;30;NA;74;1;NA;222;130;176
"3274";2007;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";334;28;NA;99;10;NA;276;164;220
"3274";2007;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";348;4;NA;86;22;NA;271;155;213
"3274";2007;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";289;7;NA;53;28;NA;239;139;189
"3274";2007;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";220;20;NA;36;26;NA;179;96;138
"3274";2007;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";201;5;NA;1;25;NA;141;51;96
"3274";2007;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";159;8;NA;-15;17;NA;97;32;65
"3274";2008;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";170;21;NA;-1;4;NA;109;44;77
"3274";2008;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";155;27;NA;23;17;NA;108;48;78
"3274";2008;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";183;14;NA;-14;23;NA;129;45;87
"3274";2008;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";231;26;NA;34;11;12;156;72;115
"3274";2008;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";229;4;NA;51;26;NA;166;90;128
"3274";2008;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";310;29;NA;77;1;NA;235;135;185
"3274";2008;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";331;23;NA;94;13;NA;278;162;221
"3274";2008;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";341;4;NA;105;15;NA;288;174;231
"3274";2008;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";269;1;NA;71;12;NA;224;129;177
"3274";2008;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";224;1;NA;22;29;NA;168;93;130
"3274";2008;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";162;17;NA;-29;28;NA;102;39;71
"3274";2008;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";203;21;NA;-14;13;NA;90;35;63
"3274";2009;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";139;23;29;-42;8;NA;66;11;39
"3274";2009;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";165;18;NA;-16;7;NA;102;30;66
"3274";2009;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";206;20;NA;8;5;NA;151;61;106
"3274";2009;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";218;23;NA;19;11;NA;147;55;101
"3274";2009;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";286;30;NA;55;2;NA;222;110;166
"3274";2009;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";336;13;NA;82;9;NA;267;157;212
"3274";2009;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";344;26;NA;96;18;NA;298;180;239
"3274";2009;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";335;17;23;138;2;NA;306;192;250
"3274";2009;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";294;3;NA;86;17;NA;237;143;190
"3274";2009;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";251;12;NA;43;16;NA;208;119;164
"3274";2009;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";222;1;NA;23;29;NA;128;73;101
"3274";2009;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";161;12;NA;-56;20;NA;82;27;55
"3274";2010;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";120;19;NA;-64;11;NA;66;16;41
"3274";2010;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";148;27;NA;-57;14;NA;73;16;45
"3274";2010;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";162;22;NA;-34;8;NA;104;34;69
"3274";2010;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";246;27;NA;25;8;NA;159;78;119
"3274";2010;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";282;31;NA;22;4;NA;179;87;134
"3274";2010;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";299;24;30;63;21;NA;236;134;185
"3274";2010;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";339;28;NA;159;26;NA;309;193;252
"3274";2010;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";331;26;NA;105;14;NA;296;179;238
"3274";2010;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";305;15;NA;80;26;NA;240;143;192
"3274";2010;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";229;2;NA;35;18;NA;172;89;131
"3274";2010;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";212;3;NA;-15;29;NA;103;46;75
"3274";2010;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";160;10;NA;-43;16;NA;87;25;56
"3274";2011;1;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";145;13;NA;-60;23;NA;83;28;56
"3274";2011;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";210;25;NA;-15;1;NA;115;44;80
"3274";2011;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";186;19;NA;-5;3;NA;107;43;75
"3274";2011;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";255;8;NA;54;23;NA;186;98;142
"3274";2012;2;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";186;26;NA;-54;4;NA;90;8;49
"3274";2012;3;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";213;14;NA;-3;7;NA;149;58;104
"3274";2012;4;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";184;1;NA;5;7;NA;122;50;87
"3274";2012;5;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";307;31;NA;29;1;NA;215;115;165
"3274";2012;6;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";364;26;NA;96;12;NA;271;158;215
"3274";2012;7;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";345;18;NA;105;2;NA;297;172;235
"3274";2012;8;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";383;10;NA;103;31;NA;305;186;246
"3274";2012;9;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";312;16;NA;74;30;NA;245;141;194
"3274";2012;10;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";255;8;NA;9;29;NA;174;98;136
"3274";2012;11;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";169;14;NA;3;28;NA;109;55;82
"3274";2012;12;"SAN LORENZO ESCORIAL (MONAST.)";1028;402867;4493832;"MADRID";132;24;NA;-17;30;NA;94;31;63
"2462";1980;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";98;26;NA;-114;13;NA;11;-32;-10
"2462";1980;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";102;4;12;-52;11;NA;40;-8;16
"2462";1980;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";174;31;NA;-98;15;NA;28;-23;3
"2462";1980;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";156;1;NA;-52;9;NA;58;-8;25
"2462";1980;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";126;10;NA;-16;13;NA;71;14;42
"2462";1980;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";216;4;NA;20;10;NA;148;68;108
"2462";1980;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";272;23;NA;14;10;NA;196;99;148
"2462";1980;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";280;6;22;56;15;NA;222;126;174
"2462";1980;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";252;7;NA;38;22;NA;189;116;153
"2462";1980;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";212;2;NA;-44;17;18;101;39;70
"2462";1980;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";140;1;19;-102;30;NA;51;-6;22
"2462";1980;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";94;12;23;-134;2;NA;13;-43;-15
"2462";1981;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";118;28;NA;-110;13;14;39;-22;9
"2462";1981;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";130;7;NA;-110;20;NA;19;-39;-10
"2462";1981;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";160;24;NA;-58;17;NA;60;0;30
"2462";1981;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";98;7;NA;-78;26;NA;51;-10;20
"2462";1981;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";170;28;NA;-28;9;NA;87;13;50
"2462";1981;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";270;13;NA;8;4;NA;189;97;143
"2462";1981;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";282;30;NA;22;18;NA;205;102;153
"2462";1981;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";244;15;27;62;2;NA;209;117;163
"2462";1981;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";244;8;NA;-2;26;99;170;87;128
"2462";1981;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";186;14;NA;-38;22;NA;109;40;75
"2462";1981;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";158;3;NA;-40;29;30;97;34;66
"2462";1981;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";82;4;NA;-80;19;NA;21;-21;0
"2462";1982;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";134;31;NA;-78;28;NA;24;-14;5
"2462";1982;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";116;1;NA;-60;17;23;29;-22;3
"2462";1982;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";104;12;NA;-76;8;NA;45;-25;10
"2462";1982;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";154;10;NA;-44;15;NA;83;5;44
"2462";1982;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";194;22;NA;-64;6;NA;127;36;82
"2462";1982;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";260;30;NA;22;12;NA;170;78;124
"2462";1982;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";286;7;NA;54;30;NA;212;108;160
"2462";1982;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";270;18;NA;50;31;NA;208;113;161
"2462";1982;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";234;3;NA;-10;26;NA;162;73;118
"2462";1982;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";152;1;NA;-30;23;NA;83;22;53
"2462";1982;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";104;1;NA;-72;30;NA;44;-4;20
"2462";1982;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";62;7;31;-78;22;NA;14;-28;-7
"2462";1983;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";140;5;NA;-38;8;NA;68;4;36
"2462";1983;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";82;1;NA;-154;13;NA;2;-51;-25
"2462";1983;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";134;19;21;-80;25;NA;73;0;36
"2462";1983;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";130;14;15;-66;2;NA;41;-18;12
"2462";1983;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";146;29;NA;-30;20;99;70;5;38
"2462";1983;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";248;11;NA;22;1;NA;182;90;136
"2462";1983;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";260;14;NA;74;4;NA;207;113;160
"2462";1983;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";240;6;NA;58;24;NA;175;90;133
"2462";1983;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";244;24;NA;50;11;NA;194;105;150
"2462";1983;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";200;2;NA;-68;30;NA;133;54;93
"2462";1983;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";140;1;NA;2;10;28;71;32;51
"2462";1983;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";144;27;NA;-66;11;NA;54;0;27
"2462";1984;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";94;1;NA;-108;11;NA;14;-38;-12
"2462";1984;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";92;12;NA;-114;26;NA;13;-48;-17
"2462";1984;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";96;7;NA;-132;10;NA;13;-45;-16
"2462";1984;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";164;24;NA;-20;1;NA;96;28;62
"2462";1984;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";116;31;NA;-46;12;NA;36;-15;10
"2462";1984;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";220;15;NA;-34;3;NA;148;70;109
"2462";1984;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";290;29;NA;62;1;NA;228;132;180
"2462";1984;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";248;2;NA;20;9;NA;192;98;145
"2462";1984;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";258;1;NA;0;24;NA;163;72;117
"2462";1984;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";168;29;NA;-26;7;NA;106;41;74
"2462";1984;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";136;27;NA;-38;14;NA;47;-1;23
"2462";1984;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";100;11;NA;-88;29;NA;25;-26;0
"2462";1985;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";100;31;NA;-156;15;NA;-12;-63;-37
